author_id,perplexity,x,y,forget_class,kmeans_cluster
8,15,1.804062,2.016090,retain (0–179),2
9,15,3.366420,-1.678039,retain (0–179),1
10,15,-3.176938,4.018505,retain (0–179),1
11,15,-2.096037,1.338643,retain (0–179),3
12,15,3.305672,0.067419,retain (0–179),5
13,15,-0.493577,3.171123,retain (0–179),3
14,15,-0.590751,1.955328,retain (0–179),2
15,15,-1.268689,-3.250400,retain (0–179),0
16,15,1.058137,1.053893,retain (0–179),1
17,15,-1.304445,7.600076,retain (0–179),0
18,15,-0.864744,2.028069,retain (0–179),0
19,15,-4.415128,1.300713,retain (0–179),0
20,15,0.438366,-3.301462,retain (0–179),0
21,15,-5.734185,2.848764,retain (0–179),1
22,15,-0.902529,-0.461760,retain (0–179),2
23,15,2.251701,-3.763052,retain (0–179),1
24,15,-2.169030,7.402530,retain (0–179),1
25,15,-0.164471,2.493808,retain (0–179),1
26,15,1.377223,-2.114393,retain (0–179),0
27,15,-5.049435,-1.921167,retain (0–179),2
28,15,1.089358,0.392516,retain (0–179),3
29,15,1.224464,3.453706,retain (0–179),1
30,15,3.943650,2.226504,retain (0–179),5
31,15,-1.882522,3.573842,retain (0–179),1
32,15,0.067039,6.826793,retain (0–179),0
33,15,-1.138894,0.513035,retain (0–179),4
34,15,-4.372747,-3.142939,retain (0–179),2
35,15,-3.217253,3.107824,retain (0–179),4
36,15,-2.846939,1.336720,retain (0–179),0
37,15,1.926765,-1.754047,retain (0–179),2
38,15,0.660207,0.587834,retain (0–179),0
39,15,-3.148556,-2.289236,retain (0–179),2
40,15,-3.382624,-1.248291,retain (0–179),2
41,15,5.555591,-0.660435,retain (0–179),2
42,15,1.329892,0.997855,retain (0–179),2
43,15,-0.892876,-0.857115,retain (0–179),4
44,15,3.141061,-0.343881,retain (0–179),0
45,15,-3.589224,1.464494,retain (0–179),2
46,15,0.578139,0.225337,retain (0–179),3
47,15,2.346502,0.752906,retain (0–179),2
48,15,0.983221,-0.118817,retain (0–179),3
49,15,0.518227,2.389294,retain (0–179),2
50,15,0.299575,-0.571088,retain (0–179),0
51,15,-0.409428,-0.904841,retain (0–179),2
52,15,-2.477382,2.550692,retain (0–179),4
53,15,-0.395574,-0.303532,retain (0–179),2
54,15,-4.017956,1.076738,retain (0–179),0
55,15,2.827904,4.366886,retain (0–179),0
56,15,-3.546052,-3.811994,retain (0–179),5
57,15,0.753764,1.662886,retain (0–179),3
58,15,-3.620215,0.703672,retain (0–179),1
