domain,adapter,name,n_probes,base_nll,isolated_nll,merged_nll,retention
skills,0,a0,50,4.799761643409729,2.9994358366727827,4.120114638805389,0.37751333789753666
skills,1,a1,50,4.551552514235179,3.1795366605122886,3.9647990067799888,0.42765796463872224
skills,2,a2,50,5.945948066711426,0.7276313269138336,9.793861713409424,-0.7373859883498083
skills,3,a3,50,3.588428909778595,2.8615672820806504,2.9494652557373047,0.8790719301897427
skills,4,a4,50,10.781048774719238,0.6915126425027848,8.760070695877076,0.2003043601171184
skills,5,a5,50,1.4698445117473602,0.6753610373847186,1.0817938089370727,0.48843143417374846
skills,6,a6,50,1.390049040913582,0.156646728804335,0.6366696006059647,0.6108140327864795
skills,7,a7,50,2.3088657569885256,1.3267227256298064,1.6293398904800416,0.6918807595350062
skills,8,a8,50,11.35797997408135,0.6480516264604967,9.317013463308644,0.1905677091879045
skills,9,a9,50,10.752221118320119,1.2193693175742573,10.824556957591664,-0.007588058724031121
skills,10,a10,50,2.005809543132782,0.22943967712117228,1.7169100379943847,0.16263477030661877
skills,11,a11,50,1.4996048104763031,0.8565669691562653,1.2697528141736985,0.3574470762572246
skills,12,a12,50,4.387795867919922,2.977669241428375,3.524066162109375,0.6125192515224976
skills,13,a13,50,4.419171568959258,2.660716789406399,3.763605220373287,0.3728081928570657
skills,14,a14,50,14.063323487175836,0.7441114182273547,13.573228051927355,0.036796128232769613
skills,15,a15,50,10.601111011505127,0.4124108336615609,8.664741725921631,0.19005066905338333
skills,16,a16,50,5.412256202697754,0.3029313588514924,3.585406665802002,0.3575520431228862
skills,17,a17,50,6.547892572879792,0.39791057841619476,6.181810923814774,0.05952564566767447
skills,18,a18,50,2.7459745955467225,1.3136340928077699,1.7218580424785614,0.7149951782483447
skills,19,a19,50,2.437168345451355,1.542341919541359,2.0221291196346285,0.4638209308522055
facts,0,shard_0,50,2.150079618692398,0.962598343193531,1.7796619041264057,0.3119356256041831
facts,1,shard_1,50,2.268373383283615,1.0759170600771903,1.852181888818741,0.3490203258311103
facts,2,shard_2,50,2.3624398851394655,1.0153681403398513,1.8702936458587647,0.36534523211598563
facts,3,shard_3,50,1.971928346157074,0.8250951501727104,1.6011094814538955,0.32334158620591097
facts,4,shard_4,50,2.1657077622413636,0.951783549785614,1.7362497216463089,0.35377664947160736
facts,5,shard_5,50,2.0085702085494996,0.8948387762904167,1.667533550262451,0.3062108587483186
facts,6,shard_6,50,2.220139592885971,0.9709825307130814,1.6853235709667205,0.42814153489149415
facts,7,shard_7,50,2.210574663877487,0.9784639579057693,1.8059865212440491,0.32836995951135334
facts,8,shard_8,50,2.2921394991874693,0.9617384392023086,1.775540270805359,0.388303380025774
facts,9,shard_9,50,2.2042907238006593,0.9418245951831341,1.7500640043616296,0.3597931929757472
facts,10,shard_10,50,2.277812659740448,1.051329026222229,1.962075057029724,0.2574331968907058
facts,11,shard_11,50,2.2100086581707,0.9897140698879957,1.8457708191871642,0.29848353215769
facts,12,shard_12,50,2.1513053393363952,0.985421730875969,1.777921097278595,0.3202585912935699
facts,13,shard_13,50,2.2312192833423614,0.8919830666482449,1.857091490328312,0.27935907672626864
facts,14,shard_14,50,2.039101217985153,0.8840954042971134,1.715126850605011,0.28049587590010666
facts,15,shard_15,50,2.247304229736328,0.9184128738194705,1.8775724744796753,0.27822572071857543
facts,16,shard_16,50,2.1589431405067443,0.9284807713329792,1.8125772285461426,0.28149248659524684
facts,17,shard_17,50,2.419995656013489,1.085339638888836,1.995985746383667,0.3176922774029053
facts,18,shard_18,50,2.1690878403186797,1.0389280861616135,1.8348110741376877,0.2957783312946881
facts,19,shard_19,50,1.9912149840593338,0.8552396569866687,1.7266994981467725,0.23285319637548874
